,city,year,month,day
140,0,2022,5,21
141,0,2022,5,22
142,0,2022,5,23
143,0,2022,5,24
144,0,2022,5,25
145,0,2022,5,26
146,0,2022,5,27
147,0,2022,5,28
148,0,2022,5,29
149,0,2022,5,30
150,0,2022,5,31
151,0,2022,6,1
152,0,2022,6,2
153,0,2022,6,3
154,0,2022,6,4
155,0,2022,6,5
156,0,2022,6,6
157,0,2022,6,7
158,0,2022,6,8
159,0,2022,6,9
160,0,2022,6,10
161,0,2022,6,11
162,0,2022,6,12
163,0,2022,6,13
164,0,2022,6,14
165,0,2022,6,15
166,0,2022,6,16
167,0,2022,6,17
168,0,2022,6,18
169,0,2022,6,19
170,0,2022,6,20
171,0,2022,6,21
172,0,2022,6,22
173,0,2022,6,23
174,0,2022,6,24
175,0,2022,6,25
176,0,2022,6,26
177,0,2022,6,27
178,0,2022,6,28
179,0,2022,6,29
180,0,2022,6,30
181,0,2022,7,1
182,0,2022,7,2
183,0,2022,7,3
184,0,2022,7,4
185,0,2022,7,5
186,0,2022,7,6
187,0,2022,7,7
188,0,2022,7,8
189,0,2022,7,9
190,0,2022,7,10
191,0,2022,7,11
192,0,2022,7,12
193,0,2022,7,13
194,0,2022,7,14
195,0,2022,7,15
196,0,2022,7,16
197,0,2022,7,17
198,0,2022,7,18
199,0,2022,7,19
200,0,2022,7,20
201,0,2022,7,21
202,0,2022,7,22
203,0,2022,7,23
204,0,2022,7,24
205,0,2022,7,25
206,0,2022,7,26
207,0,2022,7,27
208,0,2022,7,28
209,0,2022,7,29
210,0,2022,7,30
211,0,2022,7,31
212,0,2022,8,1
213,0,2022,8,2
214,0,2022,8,3
215,0,2022,8,4
216,0,2022,8,5
217,0,2022,8,6
218,0,2022,8,7
219,0,2022,8,8
220,0,2022,8,9
221,0,2022,8,10
222,0,2022,8,11
223,0,2022,8,12
224,0,2022,8,13
225,0,2022,8,14
226,0,2022,8,15
227,0,2022,8,16
228,0,2022,8,17
229,0,2022,8,18
230,0,2022,8,19
231,0,2022,8,20
232,0,2022,8,21
233,0,2022,8,22
234,0,2022,8,23
235,0,2022,8,24
236,0,2022,8,25
237,0,2022,8,26
238,0,2022,8,27
239,0,2022,8,28
240,0,2022,8,29
241,0,2022,8,30
242,0,2022,8,31
243,0,2022,9,1
244,0,2022,9,2
245,0,2022,9,3
246,0,2022,9,4
247,0,2022,9,5
248,0,2022,9,6
249,0,2022,9,7
250,0,2022,9,8
251,0,2022,9,9
252,0,2022,9,10
253,0,2022,9,11
254,0,2022,9,12
255,0,2022,9,13
256,0,2022,9,14
257,0,2022,9,15
258,0,2022,9,16
259,0,2022,9,17
260,0,2022,9,18
261,0,2022,9,19
262,0,2022,9,20
263,0,2022,9,21
264,0,2022,9,22
265,0,2022,9,23
266,0,2022,9,24
267,0,2022,9,25
268,0,2022,9,26
269,0,2022,9,27
270,0,2022,9,28
271,0,2022,9,29
272,0,2022,9,30
273,0,2022,10,1
274,0,2022,10,2
275,0,2022,10,3
276,0,2022,10,4
277,0,2022,10,5
278,0,2022,10,6
279,0,2022,10,7
280,0,2022,10,8
281,0,2022,10,9
282,0,2022,10,10
283,0,2022,10,11
284,0,2022,10,12
285,0,2022,10,13
286,0,2022,10,14
287,0,2022,10,15
288,0,2022,10,16
289,0,2022,10,17
290,0,2022,10,18
291,0,2022,10,19
292,0,2022,10,20
293,0,2022,10,21
294,0,2022,10,22
295,0,2022,10,23
296,0,2022,10,24
297,0,2022,10,25
298,0,2022,10,26
299,0,2022,10,27
300,0,2022,10,28
301,0,2022,10,29
302,0,2022,10,30
303,0,2022,10,31
304,0,2022,11,1
305,0,2022,11,2
306,0,2022,11,3
307,0,2022,11,4
308,0,2022,11,5
309,0,2022,11,6
310,0,2022,11,7
311,0,2022,11,8
312,0,2022,11,9
313,0,2022,11,10
314,0,2022,11,11
315,0,2022,11,12
316,0,2022,11,13
317,0,2022,11,14
318,0,2022,11,15
319,0,2022,11,16
320,0,2022,11,17
321,0,2022,11,18
322,0,2022,11,19
323,0,2022,11,20
324,0,2022,11,21
325,0,2022,11,22
326,0,2022,11,23
327,0,2022,11,24
328,0,2022,11,25
329,0,2022,11,26
330,0,2022,11,27
331,0,2022,11,28
332,0,2022,11,29
333,0,2022,11,30
334,0,2022,12,1
335,0,2022,12,2
336,0,2022,12,3
337,0,2022,12,4
338,0,2022,12,5
339,0,2022,12,6
340,0,2022,12,7
341,0,2022,12,8
342,0,2022,12,9
343,0,2022,12,10
344,0,2022,12,11
345,0,2022,12,12
346,0,2022,12,13
347,0,2022,12,14
348,0,2022,12,15
349,0,2022,12,16
350,0,2022,12,17
351,0,2022,12,18
352,0,2022,12,19
353,0,2022,12,20
354,0,2022,12,21
355,0,2022,12,22
356,0,2022,12,23
357,0,2022,12,24
358,0,2022,12,25
359,0,2022,12,26
360,0,2022,12,27
361,0,2022,12,28
362,0,2022,12,29
363,0,2022,12,30
364,0,2022,12,31
365,0,2023,1,1
366,0,2023,1,2
367,0,2023,1,3
368,0,2023,1,4
369,0,2023,1,5
370,0,2023,1,6
371,0,2023,1,7
372,0,2023,1,8
373,0,2023,1,9
374,0,2023,1,10
375,0,2023,1,11
376,0,2023,1,12
377,0,2023,1,13
378,0,2023,1,14
379,0,2023,1,15
380,0,2023,1,16
381,0,2023,1,17
382,0,2023,1,18
383,0,2023,1,19
384,0,2023,1,20
385,0,2023,1,21
386,0,2023,1,22
387,0,2023,1,23
388,0,2023,1,24
389,0,2023,1,25
390,0,2023,1,26
391,0,2023,1,27
392,0,2023,1,28
393,0,2023,1,29
394,0,2023,1,30
395,0,2023,1,31
396,0,2023,2,1
397,0,2023,2,2
398,0,2023,2,3
399,0,2023,2,4
400,0,2023,2,5
401,0,2023,2,6
402,0,2023,2,7
403,0,2023,2,8
404,0,2023,2,9
405,0,2023,2,10
406,0,2023,2,11
407,0,2023,2,12
408,0,2023,2,13
409,0,2023,2,14
410,0,2023,2,15
411,0,2023,2,16
412,0,2023,2,17
413,0,2023,2,18
414,0,2023,2,19
415,0,2023,2,20
416,0,2023,2,21
417,0,2023,2,22
418,0,2023,2,23
419,0,2023,2,24
420,0,2023,2,25
421,0,2023,2,26
422,0,2023,2,27
423,0,2023,2,28
424,0,2023,3,1
425,0,2023,3,1
426,0,2023,3,2
427,0,2023,3,3
428,0,2023,3,4
429,0,2023,3,5
430,0,2023,3,6
431,0,2023,3,7
432,0,2023,3,8
433,0,2023,3,9
434,0,2023,3,10
435,0,2023,3,11
436,0,2023,3,12
437,0,2023,3,13
438,0,2023,3,14
439,0,2023,3,15
440,0,2023,3,16
441,0,2023,3,17
442,0,2023,3,18
443,0,2023,3,19
444,0,2023,3,20
445,0,2023,3,21
446,0,2023,3,22
447,0,2023,3,23
448,0,2023,3,24
449,0,2023,3,25
450,0,2023,3,26
451,0,2023,3,27
452,0,2023,3,28
453,0,2023,3,29
454,0,2023,3,30
455,0,2023,3,31
456,0,2023,4,1
457,0,2023,4,2
458,1,2022,1,1
459,1,2022,1,2
460,1,2022,1,3
461,1,2022,1,4
462,1,2022,1,5
463,1,2022,1,6
464,1,2022,1,7
465,1,2022,1,8
466,1,2022,1,9
467,1,2022,1,10
468,1,2022,1,11
469,1,2022,1,12
470,1,2022,1,13
471,1,2022,1,14
472,1,2022,1,15
473,1,2022,1,16
474,1,2022,1,17
475,1,2022,1,18
476,1,2022,1,19
477,1,2022,1,20
478,1,2022,1,21
479,1,2022,1,22
480,1,2022,1,23
481,1,2022,1,24
482,1,2022,1,25
483,1,2022,1,26
484,1,2022,1,27
485,1,2022,1,28
486,1,2022,1,29
487,1,2022,1,30
488,1,2022,1,31
489,1,2022,2,1
490,1,2022,2,2
491,1,2022,2,3
492,1,2022,2,4
493,1,2022,2,5
494,1,2022,2,6
495,1,2022,2,7
496,1,2022,2,8
497,1,2022,2,9
498,1,2022,2,10
499,1,2022,2,11
500,1,2022,2,12
501,1,2022,2,13
502,1,2022,2,14
503,1,2022,2,15
504,1,2022,2,16
505,1,2022,2,17
506,1,2022,2,18
507,1,2022,2,19
508,1,2022,2,20
509,1,2022,2,21
510,1,2022,2,22
511,1,2022,2,23
512,1,2022,2,24
513,1,2022,2,25
514,1,2022,2,26
515,1,2022,2,27
516,1,2022,2,28
517,1,2022,3,1
518,1,2022,3,2
519,1,2022,3,3
520,1,2022,3,4
521,1,2022,3,5
522,1,2022,3,6
523,1,2022,3,7
524,1,2022,3,8
525,1,2022,3,9
526,1,2022,3,10
527,1,2022,3,11
528,1,2022,3,12
529,1,2022,3,13
530,1,2022,3,14
531,1,2022,3,15
532,1,2022,3,16
533,1,2022,3,17
534,1,2022,3,18
535,1,2022,3,19
536,1,2022,3,20
537,1,2022,3,21
538,1,2022,3,22
539,1,2022,3,23
540,1,2022,3,24
541,1,2022,3,25
542,1,2022,3,26
543,1,2022,3,27
544,1,2022,3,28
545,1,2022,3,29
546,1,2022,3,30
547,1,2022,3,31
548,1,2022,4,1
549,1,2022,4,2
550,1,2022,4,3
551,1,2022,4,4
552,1,2022,4,5
553,1,2022,4,6
554,1,2022,4,7
555,1,2022,4,8
556,1,2022,4,9
557,1,2022,4,10
558,1,2022,4,11
559,1,2022,4,12
560,1,2022,4,13
561,1,2022,4,14
562,1,2022,4,15
563,1,2022,4,16
564,1,2022,4,17
565,1,2022,4,18
566,1,2022,4,19
567,1,2022,4,20
568,1,2022,4,21
569,1,2022,4,22
570,1,2022,4,23
571,1,2022,4,24
572,1,2022,4,25
573,1,2022,4,26
574,1,2022,4,27
575,1,2022,4,28
576,1,2022,4,29
577,1,2022,4,30
578,1,2022,5,1
579,1,2022,5,2
580,1,2022,5,3
581,1,2022,5,4
582,1,2022,5,5
583,1,2022,5,6
584,1,2022,5,7
585,1,2022,5,8
586,1,2022,5,9
587,1,2022,5,10
588,1,2022,5,11
589,1,2022,5,12
590,1,2022,5,13
591,1,2022,5,14
592,1,2022,5,15
593,1,2022,5,16
594,1,2022,5,17
595,1,2022,5,18
596,1,2022,5,19
597,1,2022,5,20
598,1,2022,5,21
599,1,2022,5,22
600,1,2022,5,23
601,1,2022,5,24
602,1,2022,5,25
603,1,2022,5,26
604,1,2022,5,27
605,1,2022,5,28
606,1,2022,5,29
607,1,2022,5,30
608,1,2022,5,31
609,1,2022,6,1
610,1,2022,6,2
611,1,2022,6,3
612,1,2022,6,4
613,1,2022,6,5
614,1,2022,6,6
615,1,2022,6,7
616,1,2022,6,8
617,1,2022,6,9
618,1,2022,6,10
619,1,2022,6,11
620,1,2022,6,12
621,1,2022,6,13
622,1,2022,6,14
623,1,2022,6,15
624,1,2022,6,16
625,1,2022,6,17
626,1,2022,6,18
627,1,2022,6,19
628,1,2022,6,20
629,1,2022,6,21
630,1,2022,6,22
631,1,2022,6,23
632,1,2022,6,24
633,1,2022,6,25
634,1,2022,6,26
635,1,2022,6,27
636,1,2022,6,28
637,1,2022,6,29
638,1,2022,6,30
639,1,2022,7,1
640,1,2022,7,2
641,1,2022,7,3
642,1,2022,7,4
643,1,2022,7,5
644,1,2022,7,6
645,1,2022,7,7
646,1,2022,7,8
647,1,2022,7,9
648,1,2022,7,10
649,1,2022,7,11
650,1,2022,7,12
651,1,2022,7,13
652,1,2022,7,14
653,1,2022,7,15
654,1,2022,7,16
655,1,2022,7,17
656,1,2022,7,18
657,1,2022,7,19
658,1,2022,7,20
659,1,2022,7,21
660,1,2022,7,22
661,1,2022,7,23
662,1,2022,7,24
663,1,2022,7,25
664,1,2022,7,26
665,1,2022,7,27
666,1,2022,7,28
667,1,2022,7,29
668,1,2022,7,30
669,1,2022,7,31
670,1,2022,8,1
671,1,2022,8,2
672,1,2022,8,3
673,1,2022,8,4
674,1,2022,8,5
675,1,2022,8,6
676,1,2022,8,7
677,1,2022,8,8
678,1,2022,8,9
679,1,2022,8,10
680,1,2022,8,11
681,1,2022,8,12
682,1,2022,8,13
683,1,2022,8,14
684,1,2022,8,15
685,1,2022,8,16
686,1,2022,8,17
687,1,2022,8,18
688,1,2022,8,19
689,1,2022,8,20
690,1,2022,8,21
691,1,2022,8,22
692,1,2022,8,23
693,1,2022,8,24
694,1,2022,8,25
695,1,2022,8,26
696,1,2022,8,27
697,1,2022,8,28
698,1,2022,8,29
699,1,2022,8,30
700,1,2022,8,31
701,1,2022,9,1
702,1,2022,9,2
703,1,2022,9,3
704,1,2022,9,4
705,1,2022,9,5
706,1,2022,9,6
707,1,2022,9,7
708,1,2022,9,8
709,1,2022,9,9
710,1,2022,9,10
711,1,2022,9,11
712,1,2022,9,12
713,1,2022,9,13
714,1,2022,9,14
715,1,2022,9,15
716,1,2022,9,16
717,1,2022,9,17
718,1,2022,9,18
719,1,2022,9,19
720,1,2022,9,20
721,1,2022,9,21
722,1,2022,9,22
723,1,2022,9,23
724,1,2022,9,24
725,1,2022,9,25
726,1,2022,9,26
727,1,2022,9,27
728,1,2022,9,28
729,1,2022,9,29
730,1,2022,9,30
731,1,2022,10,1
732,1,2022,10,2
733,1,2022,10,3
734,1,2022,10,4
735,1,2022,10,5
736,1,2022,10,6
737,1,2022,10,7
738,1,2022,10,8
739,1,2022,10,9
740,1,2022,10,10
741,1,2022,10,11
742,1,2022,10,12
743,1,2022,10,13
744,1,2022,10,14
745,1,2022,10,15
746,1,2022,10,16
747,1,2022,10,17
748,1,2022,10,18
749,1,2022,10,19
750,1,2022,10,20
751,1,2022,10,21
752,1,2022,10,22
753,1,2022,10,23
754,1,2022,10,24
755,1,2022,10,25
756,1,2022,10,26
757,1,2022,10,27
758,1,2022,10,28
759,1,2022,10,29
760,1,2022,10,30
761,1,2022,10,31
762,1,2022,11,1
763,1,2022,11,2
764,1,2022,11,3
765,1,2022,11,4
766,1,2022,11,5
767,1,2022,11,6
768,1,2022,11,7
769,1,2022,11,8
770,1,2022,11,9
771,1,2022,11,10
772,1,2022,11,11
773,1,2022,11,12
774,1,2022,11,13
775,1,2022,11,14
776,1,2022,11,15
777,1,2022,11,16
778,1,2022,11,17
779,1,2022,11,18
780,1,2022,11,19
781,1,2022,11,20
782,1,2022,11,21
783,1,2022,11,22
784,1,2022,11,23
785,1,2022,11,24
786,1,2022,11,25
787,1,2022,11,26
788,1,2022,11,27
789,1,2022,11,28
790,1,2022,11,29
791,1,2022,11,30
792,1,2022,12,1
793,1,2022,12,2
794,1,2022,12,3
795,1,2022,12,4
796,1,2022,12,5
797,1,2022,12,6
798,1,2022,12,7
799,1,2022,12,8
800,1,2022,12,9
801,1,2022,12,10
802,1,2022,12,11
803,1,2022,12,12
804,1,2022,12,13
805,1,2022,12,14
806,1,2022,12,15
807,1,2022,12,16
808,1,2022,12,17
809,1,2022,12,18
810,1,2022,12,19
811,1,2022,12,20
812,1,2022,12,21
813,1,2022,12,22
814,1,2022,12,23
815,1,2022,12,24
816,1,2022,12,25
817,1,2022,12,26
818,1,2022,12,27
819,1,2022,12,28
820,1,2022,12,29
821,1,2022,12,30
822,1,2022,12,31
823,1,2023,1,1
824,1,2023,1,2
825,1,2023,1,3
826,1,2023,1,4
827,1,2023,1,5
828,1,2023,1,6
829,1,2023,1,7
830,1,2023,1,8
831,1,2023,1,9
832,1,2023,1,10
833,1,2023,1,11
834,1,2023,1,12
835,1,2023,1,13
836,1,2023,1,14
837,1,2023,1,15
838,1,2023,1,16
839,1,2023,1,17
840,1,2023,1,18
841,1,2023,1,19
842,1,2023,1,20
843,1,2023,1,21
844,1,2023,1,22
845,1,2023,1,23
846,1,2023,1,24
847,1,2023,1,25
848,1,2023,1,26
849,1,2023,1,27
850,1,2023,1,28
851,1,2023,1,29
852,1,2023,1,30
853,1,2023,1,31
854,1,2023,2,1
855,1,2023,2,2
856,1,2023,2,3
857,1,2023,2,4
858,1,2023,2,5
859,1,2023,2,6
860,1,2023,2,7
861,1,2023,2,8
862,1,2023,2,9
863,1,2023,2,10
864,1,2023,2,11
865,1,2023,2,12
866,1,2023,2,13
867,1,2023,2,14
868,1,2023,2,15
869,1,2023,2,16
870,1,2023,2,17
871,1,2023,2,18
872,1,2023,2,19
873,1,2023,2,20
874,1,2023,2,21
875,1,2023,2,22
876,1,2023,2,23
877,1,2023,2,24
878,1,2023,2,25
879,1,2023,2,26
880,1,2023,2,27
881,1,2023,2,28
882,1,2023,3,1
883,1,2023,3,1
884,1,2023,3,2
885,1,2023,3,3
886,1,2023,3,4
887,1,2023,3,5
888,1,2023,3,6
889,1,2023,3,7
890,1,2023,3,8
891,1,2023,3,9
892,1,2023,3,10
893,1,2023,3,11
894,1,2023,3,12
895,1,2023,3,13
896,1,2023,3,14
897,1,2023,3,15
898,1,2023,3,16
899,1,2023,3,17
900,1,2023,3,18
901,1,2023,3,19
902,1,2023,3,20
903,1,2023,3,21
904,1,2023,3,22
905,1,2023,3,23
906,1,2023,3,24
907,1,2023,3,25
908,1,2023,3,26
909,1,2023,3,27
910,1,2023,3,28
911,1,2023,3,29
912,1,2023,3,30
913,1,2023,3,31
914,1,2023,4,1
915,1,2023,4,2
